Year,Smoothing,TransectID,GAN_dist_m,GT_dist_m,GAN_is_multipoint,abs_error_m
2021,none,186,-136.42654359852895,-25.34989796858281,True,111.07664562994614
2021,none,189,-384.76263658562686,-384.76263658562686,True,0.0
2021,none,194,,26.10002826456912,True,
2021,none,195,-400.8475619405509,-410.94543881621223,True,10.097876875661314
2021,none,196,-455.36236209701747,-424.87803572701523,True,30.484326370002236
2021,none,199,,-73.89830364380032,True,
2021,none,207,-5.710189196281135,196.2473483122884,True,201.95753750856954
2021,none,209,305.52380424753176,-172.06397554943976,True,477.5877797969715
2021,none,210,456.0081310105745,-306.1000282397729,True,762.1081592503474
2021,none,211,-206.42291434134825,-186.10003009461025,True,20.322884246738
2021,none,213,-179.81319713778794,-7.0686810410697944,True,172.74451609671814
2021,none,214,-201.26617685065162,-18.360218630579652,True,182.90595822007197
2021,none,215,-416.5937663058286,-477.56241904583305,True,60.96865274000447
2021,none,216,-206.90127014927566,-196.80339327408,True,10.097876875195652
2021,none,217,-156.27088218537392,-359.4997246521525,True,203.2288424667786
2021,none,220,-29.499725044413935,-263.21289388119476,True,233.71316883678082
2021,none,222,225.33524031518027,73.86708718398586,True,151.4681531311944
2021,none,224,59.499724613386206,-123.40623360668542,True,182.90595822007162
2021,none,226,,-174.222855647502,True,
2021,none,229,83.25420305487921,408.4203510016672,True,325.166147946788
2021,none,231,,,False,
2021,none,233,-50.391719969920814,,True,
2021,none,236,-19.690023156348616,-29.78790003200993,True,10.097876875661314
2021,none,242,387.569424368441,377.4715474927797,True,10.097876875661314
2021,none,244,-32.43057538662106,-42.52845226228226,True,10.0978768756612
2021,none,245,-58.98716357565729,-58.98716357565729,True,0.0
2021,none,261,-21.87651752581587,-52.36084389581811,True,30.484326370002236
2021,none,263,-291.8112473306246,-59.56007919553667,True,232.25116813508794
2021,none,264,-83.4416616233068,-52.95733525330445,False,30.48432637000235
2021,none,265,-135.54712749784812,-115.35137374699116,True,20.195753750856966
2021,gaussian,1,,,False,
2021,gaussian,2,,,False,
2021,gaussian,3,,-103.83692025393248,False,
2021,gaussian,4,-192.9560281271115,-152.56452062539756,True,40.39150750171393
2021,gaussian,8,,,False,
2021,gaussian,9,-30.85283905849792,-41.0142811818514,True,10.161442123353481
2021,gaussian,10,-45.07620200375095,,True,
2021,gaussian,13,-59.20358937140554,-39.007835620548576,False,20.195753750856966
2021,gaussian,14,-37.735433906398384,-78.12694140819963,False,40.39150750180124
2021,gaussian,15,-137.4418042644511,-97.05029676266531,False,40.39150750178578
2021,gaussian,16,-136.1694063716676,-126.07152949647116,False,10.097876875196448
2021,gaussian,17,-129.78352005814793,-180.59073067492602,False,50.80721061677809
2021,gaussian,18,-223.17380587975993,-213.01236375636506,False,10.161442123394863
2021,gaussian,19,-255.5954413611139,-225.1111149903545,False,30.48432637075939
2021,gaussian,23,-329.122261689521,-319.02438481338777,False,10.097876876133228
2021,gaussian,24,-358.1434894315895,-337.94773567894697,False,20.19575375264253
2021,gaussian,27,-463.99983679264574,-443.67695254599687,False,20.32288424664887
2021,gaussian,28,-476.0985946379151,-445.61426826631543,False,30.48432637159965
2021,gaussian,29,-498.3587839146276,-478.03589966691163,False,20.32288424771599
2021,gaussian,30,,,False,
2021,gaussian,32,,,False,
2021,gaussian,33,,,True,
2021,gaussian,35,,,True,
2021,gaussian,36,,,True,
2021,gaussian,37,,,True,
2021,gaussian,38,,,True,
2021,gaussian,40,-249.05751203931868,33.68304047267884,True,282.7405525119975
2021,gaussian,41,8.216139795794106,-12.106744453389524,True,20.32288424918363
2021,gaussian,42,36.4402914410457,16.11740719439706,False,20.32288424664864
2021,gaussian,44,-433.87879452109337,-413.6830407702364,True,20.195753750856966
2021,gaussian,45,,1.5044336565770209,True,
2021,gaussian,46,,,True,
